ADM_RATE,SAT_AVG,UGDS,COSTT4_A,C150_4,UGDS_WOMEN,STUFACR,MD_EARN_WNE_1YR,STATE
0.6132,1215.0,1311.0,44520.0,0.774,0.6781,12.0,56323.0,Pennsylvania
0.6668,1370.0,19961.0,34777.0,0.8428,0.5567,14.0,46261.0,Pennsylvania
0.8232,1077.0,2567.0,47613.0,0.6088,0.6299,12.0,32096.0,Pennsylvania
0.8002,1084.0,425.0,32094.0,0.4956,0.5624,12.0,38881.0,Pennsylvania
0.8309,1229.0,4112.0,63959.0,0.8319,0.5255,10.0,53466.0,Pennsylvania
0.7303,1103.0,1383.0,51823.0,0.7275,0.4389,11.0,37659.0,Pennsylvania
0.8029,1200.0,3433.0,63802.0,0.7883,0.5826,12.0,49625.0,Pennsylvania
0.9312,1075.0,4676.0,28491.0,0.5802,0.515,18.0,40545.0,Pennsylvania
0.795,1081.0,6823.0,18684.0,0.6845,0.5583,19.0,39613.0,Pennsylvania
0.8804,1067.0,767.0,48691.0,0.4686,0.472,11.0,33900.0,Pennsylvania
0.7809,1235.0,3727.0,56938.0,0.7101,0.7481,13.0,65464.0,Pennsylvania
0.2524,1437.0,7000.0,75698.0,0.9129,0.5433,11.0,70513.0,Pennsylvania
0.8936,1165.0,14152.0,18257.0,0.7275,0.6015,20.0,43719.0,Pennsylvania
0.8214,1149.0,1073.0,50257.0,0.7279,0.5219,12.0,36757.0,Pennsylvania
0.8453,1178.0,2729.0,57605.0,0.6844,0.5771,12.0,59934.0,Pennsylvania
0.9477,1150.0,2134.0,56058.0,0.6138,0.5436,13.0,56093.0,Pennsylvania
0.9287,1080.0,664.0,36390.0,0.5345,0.7907,13.0,45119.0,Pennsylvania
0.7769,1130.0,3452.0,33766.0,0.6559,0.5634,14.0,46446.0,Pennsylvania
0.0551,1517.0,7125.0,80448.0,0.9584,0.5119,6.0,54465.0,Rhode Island
0.7361,1222.0,3060.0,64342.0,0.8359,0.369,13.0,57774.0,Rhode Island
0.5798,1246.0,4141.0,70462.0,0.8895,0.5487,11.0,51000.0,Rhode Island
0.7646,1200.0,13850.0,31539.0,0.7005,0.568,17.0,45694.0,Rhode Island
0.1868,1399.0,2044.0,75520.0,0.8618,0.6654,9.0,24746.0,Rhode Island
0.5721,1082.0,2679.0,40591.0,0.4927,0.6446,13.0,37695.0,South Carolina
0.5661,1079.0,941.0,37208.0,0.5213,0.6716,13.0,36162.0,South Carolina
0.7611,1211.0,9770.0,30219.0,0.67,0.6644,16.0,33231.0,South Carolina
0.4922,1339.0,21577.0,33004.0,0.8547,0.5124,16.0,48784.0,South Carolina
0.9763,1050.0,834.0,43333.0,0.3661,0.5935,12.0,31196.0,South Carolina
0.4563,1049.0,743.0,37833.0,0.6211,0.5236,16.0,29034.0,South Carolina
0.6267,1041.0,700.0,53727.0,0.4009,0.35,15.0,30540.0,South Carolina
0.8613,1011.0,2867.0,22562.0,0.4321,0.6627,13.0,33898.0,South Carolina
0.7135,1375.0,2299.0,66814.0,0.8189,0.5994,9.0,34827.0,South Carolina
0.6905,1057.0,3392.0,25497.0,0.5331,0.6857,16.0,33198.0,South Carolina
0.6974,1097.0,1609.0,39201.0,0.5731,0.5264,11.0,33189.0,South Carolina
0.7098,1123.0,931.0,54590.0,0.5916,0.5016,11.0,31420.0,South Carolina
0.8352,1051.0,2813.0,20205.0,0.4288,0.6502,16.0,37748.0,South Carolina
0.6156,1286.0,26430.0,28856.0,0.7817,0.5519,18.0,41702.0,South Carolina
0.7914,1118.0,9384.0,24910.0,0.5115,0.551,17.0,31181.0,South Carolina
0.8759,937.0,2063.0,29823.0,0.3041,0.5521,15.0,29879.0,South Carolina
0.757,1065.0,4496.0,23482.0,0.4741,0.6722,15.0,40407.0,South Carolina
0.639,1114.0,3765.0,27620.0,0.5823,0.673,12.0,33696.0,South Carolina
0.7182,1215.0,1658.0,51506.0,0.7057,0.6303,11.0,45806.0,South Dakota
0.9725,1065.0,2042.0,20377.0,0.4248,0.6621,17.0,36240.0,South Dakota
0.8561,1133.0,1910.0,22413.0,0.4675,0.3089,18.0,46352.0,South Dakota
0.7574,1113.0,654.0,39854.0,0.5486,0.5367,12.0,48248.0,South Dakota
0.6737,1098.0,666.0,42909.0,0.61,0.4775,12.0,42844.0,South Dakota
0.7982,1086.0,1344.0,21971.0,0.4757,0.5938,16.0,38677.0,South Dakota
0.9373,1019.0,547.0,35400.0,0.3465,0.5832,11.0,50985.0,South Dakota
0.8048,1266.0,1976.0,24661.0,0.5231,0.2293,11.0,67038.0,South Dakota
0.8743,1119.0,8651.0,22303.0,0.5955,0.5349,17.0,47307.0,South Dakota
0.8701,1122.0,5328.0,23245.0,0.601,0.6304,14.0,44932.0,South Dakota
0.9343,1085.0,7490.0,23439.0,0.4234,0.6071,15.0,37418.0,Tennessee
0.3492,1120.0,888.0,18786.0,0.6034,0.9077,8.0,61306.0,Tennessee
0.8808,1272.0,7050.0,56450.0,0.6822,0.6518,14.0,34052.0,Tennessee
0.4995,981.0,2372.0,31078.0,0.3774,0.4785,13.0,49234.0,Tennessee
0.7887,1112.0,1601.0,41410.0,0.5654,0.5734,14.0,37188.0,Tennessee
0.9657,1108.0,1261.0,45693.0,0.5916,0.5535,11.0,48210.0,Tennessee
0.7399,1224.0,2945.0,50331.0,0.7126,0.6071,14.0,41962.0,Tennessee
0.874,1135.0,9768.0,23178.0,0.5058,0.6192,15.0,35272.0,Tennessee
0.6111,1167.0,914.0,35266.0,0.4567,0.6663,15.0,26827.0,Tennessee
0.8788,1180.0,1422.0,34918.0,0.6473,0.5577,13.0,33976.0,Tennessee
0.8092,1098.0,657.0,29203.0,0.6145,0.5145,10.0,33959.0,Tennessee
0.6619,1084.0,1301.0,44506.0,0.4615,0.6387,11.0,42393.0,Tennessee
0.8294,1169.0,3412.0,31703.0,0.5799,0.6249,13.0,32386.0,Tennessee
0.699,1102.0,1575.0,37491.0,0.5301,0.7187,10.0,48335.0,Tennessee
0.9216,1058.0,741.0,41099.0,0.3415,0.5628,13.0,32724.0,Tennessee
0.684,1133.0,17713.0,21437.0,0.5367,0.544,16.0,36077.0,Tennessee
0.5688,1388.0,1983.0,65940.0,0.8541,0.5845,10.0,31060.0,Tennessee
0.6026,1318.0,1725.0,64630.0,0.8017,0.5281,10.0,31365.0,Tennessee
0.5962,1064.0,962.0,35219.0,0.5167,0.6414,10.0,39039.0,Tennessee
0.8568,1149.0,9970.0,23093.0,0.5373,0.5834,18.0,38316.0,Tennessee
0.7494,1303.0,24957.0,32498.0,0.7213,0.5402,17.0,42205.0,Tennessee
0.7512,1119.0,4743.0,21040.0,0.5169,0.6074,15.0,35670.0,Tennessee
0.7703,1092.0,1065.0,40726.0,0.4064,0.5211,19.0,36749.0,Tennessee
0.5289,1259.0,1850.0,54562.0,0.6833,0.6557,9.0,46632.0,Tennessee
0.0714,1534.0,7104.0,76044.0,0.9338,0.511,8.0,59743.0,Tennessee
0.7011,1186.0,3131.0,53368.0,0.6023,0.6084,13.0,39943.0,Texas
0.7007,1061.0,5418.0,20712.0,0.446,0.5775,19.0,38706.0,Texas
0.4271,1237.0,1208.0,56336.0,0.6827,0.5348,11.0,27494.0,Texas
0.5669,1288.0,15102.0,67495.0,0.8162,0.6018,16.0,46390.0,Texas
0.8904,1025.0,1707.0,46372.0,0.374,0.6755,17.0,47838.0,Texas
0.9128,1081.0,7969.0,23035.0,0.3592,0.6071,17.0,43580.0,Texas
0.94,1093.0,2717.0,44558.0,0.6134,0.5738,14.0,41685.0,Texas
0.5836,1271.0,1496.0,59600.0,0.7176,0.5662,12.0,37501.0,Texas
0.9601,1053.0,1762.0,22050.0,0.2372,0.6311,14.0,36554.0,Texas
0.8666,1051.0,7517.0,23353.0,0.4185,0.5937,18.0,42505.0,Texas
0.9459,1068.0,1459.0,44456.0,0.5158,0.5284,15.0,38600.0,Texas
0.8487,1155.0,2773.0,43927.0,0.4393,0.6538,16.0,48433.0,Texas
0.9119,1071.0,6747.0,27188.0,0.5307,0.6415,17.0,46743.0,Texas
0.6552,1235.0,37553.0,24014.0,0.6204,0.5133,21.0,45815.0,Texas
0.9422,1042.0,4689.0,43915.0,0.576,0.633,13.0,43200.0,Texas
0.8806,1012.0,7881.0,21356.0,0.3867,0.5919,18.0,51854.0,Texas
0.5438,992.0,6352.0,14898.0,0.486,0.6149,21.0,29463.0,Texas
0.5419,1250.0,1623.0,45711.0,0.6374,0.3894,15.0,48303.0,Texas
0.9518,1107.0,1275.0,38035.0,0.4291,0.64,12.0,42486.0,Texas
0.9934,1084.0,3176.0,44214.0,0.5255,0.6499,17.0,46931.0,Texas
0.7835,1147.0,1115.0,43389.0,0.3098,0.4951,11.0,34583.0,Texas
0.8142,1127.0,32590.0,22558.0,0.6018,0.5394,25.0,39490.0,Texas
0.6578,989.0,1188.0,39593.0,0.3497,0.6793,11.0,33190.0,Texas
0.77,966.0,8444.0,25513.0,0.416,0.6786,19.0,39863.0,Texas
0.0948,1534.0,4240.0,69557.0,0.9234,0.4844,6.0,69373.0,Texas
0.9842,1123.0,2603.0,42402.0,0.616,0.6116,14.0,44747.0,Texas
0.9658,1041.0,18288.0,23209.0,0.5728,0.6378,20.0,39591.0,Texas
0.8378,1073.0,967.0,43090.0,0.4533,0.5502,15.0,38456.0,Texas
0.5313,1448.0,6894.0,76600.0,0.8241,0.4951,12.0,62462.0,Texas
0.8541,1013.0,1469.0,34300.0,0.4259,0.5167,16.0,30095.0,Texas
0.8313,1076.0,9515.0,24550.0,0.5292,0.6356,17.0,39045.0,Texas
0.6999,1088.0,33175.0,25449.0,0.5696,0.5963,22.0,39578.0,Texas
0.5751,1031.0,818.0,33292.0,0.4545,0.6051,12.0,43012.0,Texas
1.0,941.0,1603.0,23310.0,0.2875,0.6082,11.0,33951.0,Texas
0.5681,1050.0,11666.0,21849.0,0.4883,0.6368,21.0,43114.0,Texas
0.9287,1006.0,4755.0,22574.0,0.4347,0.4995,17.0,39014.0,Texas
0.6428,1275.0,56006.0,31242.0,0.8336,0.4739,19.0,50427.0,Texas
0.927,1115.0,32658.0,24266.0,0.5111,0.6181,24.0,58806.0,Texas
0.2875,1371.0,40506.0,28571.0,0.8775,0.5664,17.0,48212.0,Texas
0.9388,1136.0,6752.0,21156.0,0.4217,0.6161,17.0,51894.0,Texas
0.5361,1291.0,10215.0,71229.0,0.8284,0.6027,14.0,51829.0,Texas
0.6469,1034.0,3443.0,20947.0,0.4165,0.5786,13.0,49359.0,Texas
0.905,1119.0,29151.0,19461.0,0.5095,0.5228,26.0,38500.0,Texas
0.6305,919.0,5726.0,23898.0,0.2344,0.6422,15.0,33515.0,Texas
0.6786,1209.0,32414.0,24618.0,0.6266,0.4886,21.0,44926.0,Texas
0.5753,1012.0,1454.0,47527.0,0.263,0.5481,13.0,36556.0,Texas
0.957,1060.0,9035.0,19976.0,0.485,0.9118,17.0,49716.0,Texas
0.3372,1392.0,2509.0,62596.0,0.799,0.5253,9.0,39216.0,Texas
0.9704,1085.0,7015.0,20586.0,0.4566,0.5909,17.0,41225.0,Texas
0.5918,1342.0,31642.0,19220.0,0.7675,0.5133,21.0,47060.0,Utah
0.8873,1149.0,9297.0,19958.0,0.5472,0.5731,23.0,38729.0,Utah
0.9263,1217.0,20516.0,20239.0,0.5578,0.546,21.0,41246.0,Utah
0.9497,1257.0,24850.0,20616.0,0.672,0.4815,18.0,47858.0,Utah
0.7573,1265.0,1153.0,53106.0,0.6331,0.6392,8.0,45376.0,Utah
0.8729,1054.0,1622.0,25496.0,0.5506,0.5462,14.0,36701.0,Vermont
0.1345,1466.0,2837.0,76946.0,0.9117,0.5347,9.0,44936.0,Vermont
0.6351,1351.0,11081.0,33877.0,0.7713,0.6216,17.0,38345.0,Vermont
0.4772,1033.0,1094.0,49727.0,0.4173,0.4644,12.0,41299.0,Virginia
0.7509,1166.0,1426.0,52587.0,0.6208,0.5372,13.0,35362.0,Virginia
0.3654,1447.0,6521.0,40034.0,0.9103,0.5846,12.0,45090.0,Virginia
0.4071,1130.0,4246.0,30130.0,0.62,0.6168,21.0,36809.0,Virginia
0.8854,1219.0,4463.0,31340.0,0.7473,0.5449,13.0,38388.0,Virginia
0.9523,1346.0,916.0,52686.0,0.5512,0.5961,11.0,42679.0,Virginia
0.913,1250.0,26339.0,25643.0,0.7013,0.4955,16.0,51415.0,Virginia
0.8625,1233.0,19743.0,28545.0,0.8175,0.5786,16.0,44943.0,Virginia
0.8998,1098.0,3200.0,29430.0,0.6518,0.695,13.0,40804.0,Virginia
0.8192,1244.0,3624.0,28642.0,0.6803,0.6454,11.0,37519.0,Virginia
0.8864,969.0,5004.0,25288.0,0.3712,0.6771,15.0,31957.0,Virginia
0.9623,1126.0,18429.0,26170.0,0.4869,0.5607,16.0,42626.0,Virginia
0.9531,1054.0,6437.0,25021.0,0.5391,0.6126,13.0,39286.0,Virginia
0.938,1071.0,475.0,40972.0,0.5598,0.6189,8.0,28001.0,Virginia
0.8003,1175.0,451.0,39985.0,0.4167,1.0,10.0,26817.0,Virginia
0.5647,1320.0,29699.0,27755.0,0.8661,0.4269,14.0,57372.0,Virginia
0.9277,1187.0,20918.0,31917.0,0.6755,0.6324,18.0,38339.0,Virginia
0.2074,1457.0,17041.0,32289.0,0.9371,0.5623,15.0,58760.0,Virginia
0.9608,941.0,3886.0,23673.0,0.4778,0.5998,13.0,30800.0,Virginia
0.9378,840.0,1190.0,26902.0,0.4176,0.5034,25.0,28723.0,Virginia
0.8637,1287.0,1190.0,50319.0,0.4682,0.6101,12.0,31494.0,Virginia
0.1885,1487.0,1850.0,77600.0,0.9361,0.5119,8.0,53254.0,Virginia
0.9946,1119.0,1819.0,24865.0,0.4323,0.6108,14.0,24717.0,Washington
0.7615,1321.0,4962.0,61828.0,0.8511,0.5411,11.0,50138.0,Washington
0.9598,1164.0,754.0,45863.0,0.5813,0.6499,11.0,41265.0,Washington
0.8839,1247.0,2331.0,57587.0,0.6938,0.6396,11.0,40550.0,Washington
0.883,1293.0,1866.0,60204.0,0.7423,0.5745,9.0,31758.0,Washington
0.7162,1103.0,1347.0,54082.0,0.6089,0.6088,11.0,45424.0,Washington
0.9195,1178.0,2611.0,63197.0,0.6594,0.6748,13.0,45290.0,Washington
0.8212,1246.0,4233.0,64819.0,0.749,0.613,11.0,51644.0,Washington
0.961,1206.0,13933.0,18120.0,0.677,0.574,17.0,33759.0,Washington
0.9146,1187.0,2293.0,61562.0,0.7539,0.5901,11.0,36595.0,Washington
0.6653,1030.0,706.0,42915.0,0.3183,0.3867,13.0,37456.0,West Virginia
0.4615,1126.0,167.0,26836.0,0.5714,0.4731,7.0,15229.0,West Virginia
0.7355,1061.0,531.0,45760.0,0.4318,0.4652,12.0,29394.0,West Virginia
0.9563,1042.0,1345.0,18157.0,0.4191,0.5822,15.0,31914.0,West Virginia
0.9875,1018.0,2908.0,17689.0,0.4536,0.5891,14.0,37673.0,West Virginia
0.978,1085.0,7175.0,19715.0,0.5219,0.5812,17.0,38115.0,West Virginia
0.9641,1087.0,2299.0,17804.0,0.4413,0.6037,14.0,39062.0,West Virginia
0.7385,1069.0,1653.0,22786.0,0.4226,0.6425,11.0,36202.0,West Virginia
0.8443,1070.0,978.0,46028.0,0.5434,0.5337,12.0,35256.0,West Virginia
0.8982,1154.0,18878.0,22953.0,0.6394,0.5162,18.0,41408.0,West Virginia
0.7807,1057.0,599.0,41796.0,0.5652,0.3806,12.0,31917.0,West Virginia
0.8529,1105.0,356.0,31509.0,0.5862,0.927,13.0,61108.0,Wisconsin
0.8891,1062.0,602.0,44055.0,0.5375,0.6429,6.0,56214.0,Wisconsin
0.705,1202.0,2799.0,46321.0,0.6742,0.6992,14.0,44201.0,Wisconsin
0.7569,1143.0,2616.0,45228.0,0.6804,0.5608,13.0,37348.0,Wisconsin
0.6859,1150.0,2628.0,47623.0,0.592,0.6149,12.0,46134.0,Wisconsin
0.803,1147.0,563.0,29353.0,0.5682,0.5897,12.0,36001.0,Wisconsin
0.7627,1050.0,1144.0,38811.0,0.5584,0.6608,12.0,52017.0,Wisconsin
0.8626,1292.0,7466.0,61292.0,0.8136,0.564,13.0,53133.0,Wisconsin
0.6672,1284.0,2554.0,55803.0,0.6599,0.2709,13.0,68502.0,Wisconsin
0.6236,1000.0,659.0,43441.0,0.5068,1.0,10.0,37252.0,Wisconsin
0.8515,1275.0,1919.0,53063.0,0.7804,0.5826,13.0,40650.0,Wisconsin
0.7746,1148.0,1639.0,41474.0,0.6464,0.7706,11.0,56417.0,Wisconsin
0.8297,1085.0,9298.0,18358.0,0.6347,0.4829,20.0,41947.0,Wisconsin
0.7746,1170.0,9633.0,20603.0,0.6805,0.6119,20.0,42860.0,Wisconsin
0.9143,1100.0,6475.0,17334.0,0.5461,0.6349,23.0,38647.0,Wisconsin
0.7385,1170.0,9230.0,17776.0,0.7302,0.5754,19.0,40863.0,Wisconsin
0.9802,1192.0,976.0,44582.0,0.6105,0.5738,12.0,44463.0,Wisconsin
0.8989,1065.0,8419.0,18338.0,0.5518,0.575,21.0,45624.0,Wisconsin
0.7497,1085.0,3244.0,16490.0,0.4151,0.5697,17.0,35907.0,Wisconsin
0.9139,1150.0,6480.0,20256.0,0.5611,0.4207,19.0,45593.0,Wisconsin
0.7623,1085.0,2075.0,18758.0,0.4298,0.6506,16.0,37335.0,Wisconsin
0.6035,1359.0,33506.0,26993.0,0.892,0.5252,17.0,50967.0,Wisconsin
0.8896,1100.0,18322.0,20966.0,0.4735,0.5406,18.0,42795.0,Wisconsin
0.8757,1150.0,6124.0,18859.0,0.5896,0.3596,20.0,52288.0,Wisconsin
0.8624,1120.0,4730.0,18190.0,0.5664,0.6609,19.0,39418.0,Wisconsin
0.9016,1120.0,7103.0,18966.0,0.5545,0.5603,20.0,37415.0,Wisconsin
0.0395,1528.0,7645.0,70869.0,0.9552,0.5058,5.0,77677.0,California
0.6881,1328.0,37658.0,22590.0,0.8266,0.4217,14.0,56360.0,Indiana
0.6272,1358.0,368.0,47410.0,0.7162,0.4891,7.0,21263.0,New Mexico
0.7418,1236.0,632.0,19193.0,0.6628,0.6741,6.0,22310.0,Florida
0.5241,1296.0,435.0,39206.0,0.9055,0.6529,7.0,22595.0,California
0.8921,1104.0,13884.0,17425.0,0.5621,0.5707,22.0,37866.0,Florida
0.8298,1121.0,783.0,19056.0,0.653,0.5632,22.0,50446.0,Connecticut
0.8045,1153.0,506.0,20336.0,0.5642,0.4466,15.0,50446.0,Connecticut
0.7578,1154.0,2343.0,22106.0,0.5845,0.4942,21.0,50446.0,Connecticut
1.0,1000.0,298.0,24452.0,0.4074,0.6208,10.0,26905.0,Texas
0.8581,1215.0,1039.0,26591.0,0.5,0.4918,10.0,43364.0,Oregon
0.8477,1112.0,1524.0,20297.0,0.652,0.5203,25.0,50446.0,Connecticut
0.9767,1120.0,137.0,22496.0,0.625,0.3212,5.0,49064.0,Texas
0.7328,1195.0,5136.0,22681.0,0.5019,0.6579,16.0,43735.0,Georgia
0.9939,1066.0,6745.0,15986.0,0.2195,0.5617,18.0,44969.0,Georgia
0.8116,1139.0,16515.0,17196.0,0.3608,0.5646,18.0,39021.0,Georgia
0.5457,1295.0,1337.0,19911.0,0.5561,0.1668,18.0,58885.0,Florida
0.8992,958.0,3298.0,16966.0,0.3692,0.678,14.0,43931.0,Texas
0.8159,1150.0,37743.0,24858.0,0.4858,0.4983,22.0,44693.0,Georgia
0.6035,1197.0,770.0,46899.0,0.7005,0.5026,9.0,35595.0,Tennessee
0.7636,1098.0,6396.0,15347.0,0.4028,0.5686,15.0,54311.0,Indiana
0.9226,1260.0,72229.0,34174.0,0.7228,0.4625,15.0,51495.0,Pennsylvania
